datazone,AreaName,12_14,13_15,14_16,15_17,16_18,17_19
S01012929,St Leonards South - 07,9.09,0,6.67,6.67,8.33,0
S01009706,St Monans East and Abercrombie,17.65,26.32,17.65,26.67,14.29,21.43
S01009705,St Monans West,30.77,26.67,20.83,27.27,21.05,16.67
S01008384,Stamperland - 01,4.17,3.23,0,0,0,0
S01008385,Stamperland - 02,5.88,7.69,7.14,0,0,0
S01008386,Stamperland - 03,11.11,11.76,3.85,0,0,0
S01008387,Stamperland - 04,5.88,9.52,10.53,5.88,0,0
S01008388,Stamperland - 05,0,4.55,4.35,3.33,0,0
S01011435,Stane - 01,10,15,4.76,4.76,4.76,8.33
S01011436,Stane - 02,28.57,20,30.43,20.83,17.39,8.7
S01011437,Stane - 03,28.57,29.17,25,28,25,14.29
S01011438,Stane - 04,33.33,34.62,42.11,26.92,31.82,29.63
S01011995,Stanley and Murthly - 01,6.25,5.88,0,0,8.7,12.5
S01011996,Stanley and Murthly - 02,16.67,18.75,16.67,16.67,20,16.67
S01011997,Stanley and Murthly - 03,45.45,30,20,29.17,20,17.86
S01011998,Stanley and Murthly - 04,0,0,0,0,0,0
S01011999,Stanley and Murthly - 05,38.46,26.67,20,11.76,0,7.14
S01012000,Stanley and Murthly - 06,0,0,0,0,0,18.18
S01012001,Stanley and Murthly - 07,10,0,8.7,12.5,13.64,5.56
S01009611,Star and Kirkforthar,0,0,0,0,0,0
S01008473,Stenhouse and Saughton Mains - 01,30.77,27.03,25,14.81,13.64,15.79
S01008474,Stenhouse and Saughton Mains - 02,25,22.22,36.67,28.12,35,27.5
S01008475,Stenhouse and Saughton Mains - 03,35.29,25,20,11.11,17.24,14.81
S01008476,Stenhouse and Saughton Mains - 04,20.69,24.14,18.52,25,31.58,35.29
S01008477,Stenhouse and Saughton Mains - 05,24.24,19.35,26.67,25,22.22,20
S01008478,Stenhouse and Saughton Mains - 06,17.65,13.33,12,23.81,20,23.53
S01008479,Stenhouse and Saughton Mains - 07,23.81,21.88,22.86,20,17.24,13.79
S01008480,Stenhouse and Saughton Mains - 08,10.71,10.34,10.71,15.38,13.64,13.33
S01009108,Stenhousemuir - Antonshill - 01,0,0,0,0,0,6.67
S01009109,Stenhousemuir - Antonshill - 02,0,0,0,0,0,0
S01009110,Stenhousemuir - Antonshill - 03,14.29,22.22,26.67,21.43,6.25,7.14
S01009111,Stenhousemuir - Antonshill - 04,4.55,0,0,0,0,0
S01009112,Stenhousemuir - Antonshill - 05,0,0,0,0,0,0
S01009103,Stenhousemuir East - 01,28.57,25,14.29,0,10,15.38
S01009104,Stenhousemuir East - 02,7.41,10.34,8,9.09,5.56,6.25
S01009105,Stenhousemuir East - 03,21.74,22.22,20,19.23,13.04,21.74
S01009106,Stenhousemuir East - 04,10.53,22.73,23.53,20,12.5,13.64
S01009107,Stenhousemuir East - 05,5,4.55,5,5.56,13.33,5.26
S01009099,Stenhousemuir West - 01,0,12.5,13.33,15.38,18.18,25
S01009100,Stenhousemuir West - 02,27.27,30,26.09,27.78,10.53,0
S01009101,Stenhousemuir West - 03,54.55,50,33.33,21.43,15.38,23.81
S01009102,Stenhousemuir West - 04,36.67,39.39,29.41,20.69,14.29,20
S01009578,Stenton Central,29.63,29.17,25,16.67,16.67,25
S01009575,Stenton North,30,40,18.18,23.08,17.65,23.08
S01011701,Stepps - 01,7.41,3.57,3.45,0,0,0
S01011702,Stepps - 02,15.38,20,16.67,6.25,7.14,10
S01011703,Stepps - 03,0,9.09,7.69,13.64,6.06,6.82
S01011233,Stevenston Ardeer - 01,34.62,27.27,12.82,8.89,5.88,6.67
S01011234,Stevenston Ardeer - 02,43.48,32.08,26.92,23.91,36.11,42.42
S01011235,Stevenston Ardeer - 03,66.67,70,50,38.89,29.41,16.67
S01011236,Stevenston Ardeer - 04,57.14,40,36.36,40,27.78,33.33
S01011272,Stevenston Hayocks - 01,34.62,38.46,38.1,45,33.33,40.91
S01011273,Stevenston Hayocks - 02,39.39,44.44,41.67,50,42.86,43.33
S01011274,Stevenston Hayocks - 03,22.58,26.47,21.21,24.32,26.32,30
S01011275,Stevenston Hayocks - 04,54.55,48.48,34.48,29.17,15.38,18.52
S01011276,Stevenston Hayocks - 05,53.33,44.83,37.04,44.44,31.25,31.03
S01011267,Stevenston North West - 01,9.09,22.22,22.22,25,9.09,0
S01011268,Stevenston North West - 02,44.44,44.44,44.44,25,20,14.29
S01011269,Stevenston North West - 03,16.67,16.67,20,57.14,50,53.85
S01011270,Stevenston North West - 04,38.46,40.91,47.62,52.38,57.89,43.75
S01011271,Stevenston North West - 05,40,52.17,47.62,40,28.57,33.33
S01012938,Stewartfield East - 01,16.67,0,0,0,0,0
S01012939,Stewartfield East - 02,0,6.25,7.14,7.14,0,0
S01012940,Stewartfield East - 03,0,0,0,0,0,0
S01012941,Stewartfield East - 04,0,0,0,0,0,0
S01012942,Stewartfield West - 01,21.43,24,17.86,16.67,3.85,4.76
S01012943,Stewartfield West - 02,5,11.11,8,15.38,9.09,16.67
S01012944,Stewartfield West - 03,10,20,0,0,0,0
S01012945,Stewartfield West - 04,0,0,0,0,0,0
S01012946,Stewartfield West - 05,7.14,0,4.76,9.09,11.11,12
S01012947,Stewartfield West - 06,0,0,0,0,0,0
S01007932,Stewarton East - 01,12.5,0,0,4.55,5.56,6.67
S01007933,Stewarton East - 02,12.5,12,10.53,6.67,7.69,7.69
S01007934,Stewarton East - 03,4.55,13.04,16.67,14.29,15,15.79
S01007935,Stewarton East - 04,30,24.24,16.67,14.81,10,12.5
S01007936,Stewarton East - 05,7.41,10.53,8.7,4.76,3.23,3.45
S01007937,Stewarton West - 01,5.41,0,5.71,5.41,7.14,0
S01007938,Stewarton West - 02,16,15.38,12,19.35,18.52,25.81
S01007939,Stewarton West - 03,43.24,46.67,43.48,43.33,39.29,34.48
S01012248,Stobo - Blyth Bridge - Skirling,0,0,4.76,6.67,7.14,0
S01007726,Stobswell - 01,32.43,25.81,25.81,23.08,34.78,29.17
S01007727,Stobswell - 02,22.22,24.24,28.57,24.14,26.67,20
S01007728,Stobswell - 03,30.36,26.42,30.23,30.3,33.33,25
S01007729,Stobswell - 04,33.33,40.91,30.77,28.57,28.12,31.25
S01007730,Stobswell - 05,25.58,24.24,18.52,25,20.83,16
S01007731,Stobswell - 06,20,25.81,24,28.57,13.33,16.67
S01007732,Stobswell - 07,19.51,16.28,15.22,11.36,13.95,17.86
S01008857,Stockbridge - 01,4.65,0,0,0,4.35,4.55
S01008858,Stockbridge - 02,0,0,0,0,0,0
S01008859,Stockbridge - 03,0,0,0,0,0,0
S01008860,Stockbridge - 04,0,3.03,3.7,3.85,5,4.55
S01008861,Stockbridge - 05,0,0,0,7.69,12.5,11.76
S01008862,Stockbridge - 06,0,2.44,2.78,3.03,0,0
S01008863,Stockbridge - 07,0,0,0,3.57,3.45,3.7
S01006694,Stockethill - 01,21.43,21.62,31.25,30.95,35.9,23.68
S01006695,Stockethill - 02,4.35,6.9,13.04,15.79,18.75,21.05
S01006696,Stockethill - 03,17.14,15,21.21,13.04,16,17.24
S01006697,Stockethill - 04,9.52,4.17,3.57,6.06,11.76,10.81
S01006698,Stockethill - 05,17.14,16.13,20.83,23.33,16.67,37.04
S01006699,Stockethill - 06,5,8,4,8.33,5,7.14
S01006700,Stockethill - 07,17.78,25,24.32,16,9.09,10.34
S01006830,Stonehaven North - 01,14.29,11.11,19.05,25,19.05,11.76
S01006831,Stonehaven North - 02,0,0,0,0,0,0
S01006832,Stonehaven North - 03,7.14,5,9.52,16.67,14.29,13.33
S01006833,Stonehaven North - 04,0,0,0,0,0,0
S01006834,Stonehaven North - 05,8.33,0,0,0,0,0
S01006835,Stonehaven North - 06,13.04,10,6.67,17.65,14.29,6.67
S01006836,Stonehaven North - 07,4.17,0,0,0,0,0
S01006837,Stonehaven North - 08,0,0,0,0,0,0
S01006838,Stonehaven North - 09,0,0,0,0,0,7.69
S01006823,Stonehaven South - 01,4.55,5.88,6.25,0,0,0
S01006824,Stonehaven South - 02,18.75,10.34,15,16,12.9,13.33
S01006825,Stonehaven South - 03,3.7,8.7,9.52,13.04,13.79,13.33
S01006826,Stonehaven South - 04,10,11.11,10.71,10.34,8.33,11.76
S01006827,Stonehaven South - 05,21.43,4,8.7,10.53,5.26,5.88
S01006828,Stonehaven South - 06,7.89,8.82,7.14,10.53,7.14,0
S01006829,Stonehaven South - 07,0,0,0,0,0,0
S01012676,Stonehouse - 01,39.13,38.46,38.46,33.33,33.33,25.93
S01012677,Stonehouse - 02,23.53,22.73,23.53,15.79,9.52,11.54
S01012678,Stonehouse - 03,24,12.5,10,8.7,3.7,9.68
S01012679,Stonehouse - 04,17.65,14.29,19.05,19.23,23.53,25
S01012680,Stonehouse - 05,9.09,0,0,0,10,20
S01012681,Stonehouse - 06,18.52,26.32,33.33,15,7.69,3.03
S01012682,Stonehouse - 07,8.33,0,0,0,0,8.33
S01012683,Stonehouse - 08,45.45,38.71,35.71,37.93,46.67,42.86
S01009042,Stornoway East - 01,21.88,12,12.5,14.29,13.33,33.33
S01009043,Stornoway East - 02,25,21.43,16.67,8.33,6.67,12.5
S01009044,Stornoway East - 03,14.81,12.5,4.17,11.11,5,10
S01009045,Stornoway East - 04,21.74,18.75,7.14,0,0,7.69
S01009038,Stornoway West - 01,7.14,3.57,13.04,12.5,10.53,7.69
S01009039,Stornoway West - 02,36.36,28,25,29.17,24,22.22
S01009040,Stornoway West - 03,13.64,11.11,6.67,7.14,21.43,37.5
S01009041,Stornoway West - 04,34.38,37.84,30.56,25,12.9,11.54
S01012272,Stow,0,0,0,6.67,7.69,9.09
S01010962,Straiton - 01,25,16.67,20,16.67,0,16.67
S01010963,Straiton - 02,9.09,19.05,30,33.33,21.74,19.05
S01010964,Straiton - 03,11.11,0,17.65,15,16.67,6.67
S01010965,Straiton - 04,18.52,23.81,15.79,25,27.27,36.36
S01007487,Stranraer East - 01,21.05,30,27.59,30.43,18.18,30
S01007488,Stranraer East - 02,28.57,21.62,16.22,22.86,22.58,32
S01007489,Stranraer East - 03,15.79,8.7,5.26,12,10.71,10.34
S01007490,Stranraer South - 01,45.45,38.1,25.93,12,14.81,11.54
S01007491,Stranraer South - 02,20.69,25.86,26.79,26.15,23.81,20.69
S01007492,Stranraer South - 03,25,23.53,10.53,14.29,18.75,18.75
S01007493,Stranraer South - 04,21.74,20,26.67,26.67,18.18,17.39
S01007481,Stranraer West - 01,15.38,20,0,0,0,0
S01007482,Stranraer West - 02,25,33.33,40,40,33.33,25
S01007483,Stranraer West - 03,4.55,12.5,8.7,7.41,6.45,19.05
S01007484,Stranraer West - 04,40,43.75,54.55,33.33,50,33.33
S01007485,Stranraer West - 05,44.74,44.44,46.43,40,29.17,40.74
S01007486,Stranraer West - 06,40,38.3,33.96,40.32,32.73,40.68
S01012691,Strathaven North - 01,13.33,10,5.26,0,0,0
S01012692,Strathaven North - 02,5.88,0,12.5,14.29,18.75,17.65
S01012693,Strathaven North - 03,0,0,0,8.33,12.5,7.14
S01012694,Strathaven North - 04,6.25,11.11,15.79,26.67,40,33.33
S01012684,Strathaven South - 01,18.18,7.14,13.33,13.33,7.14,0
S01012685,Strathaven South - 02,28.57,35,26.09,16,26.09,23.08
S01012686,Strathaven South - 03,7.14,30.77,23.81,21.74,8.7,8.7
S01012687,Strathaven South - 04,0,16.67,25,16.67,0,0
S01012688,Strathaven South - 05,25.93,19.05,14.29,10.53,5.88,5.88
S01012689,Strathaven South - 06,0,0,0,0,11.11,11.11
S01012690,Strathaven South - 07,10,16.67,16.67,18.18,7.69,9.09
S01009905,Strathbungo - 01,22.41,19.15,10.87,2.5,5.13,8.57
S01009906,Strathbungo - 02,22.58,16.67,18.75,12.9,11.54,4.35
S01009907,Strathbungo - 03,8.82,16.13,12.5,13.95,12.77,13.04
S01009908,Strathbungo - 04,8.16,4.17,4.76,2.38,2.56,5.13
S01009909,Strathbungo - 05,15.15,6.06,7.32,8.51,7.32,9.3
S01009910,Strathbungo - 06,0,0,0,5.26,4.55,5.56
S01009911,Strathbungo - 07,10.87,4,2.38,2.27,2.78,5.26
S01009734,Strathkinness and Craigton,11.11,0,5.26,9.09,12.5,9.52
S01009675,Strathmiglo South and Dunshalt,0,12.5,9.09,7.14,6.67,6.25
S01009547,Strathore,44.12,36.36,34.38,40.62,48.48,45.45
S01011804,"Stromness, Sandwick and Stenness - 01",29.17,31.82,21.05,6.67,17.65,23.53
S01011805,"Stromness, Sandwick and Stenness - 02",0,0,0,0,0,0
S01011806,"Stromness, Sandwick and Stenness - 03",4.55,4.35,10,9.52,6.25,5.56
S01011807,"Stromness, Sandwick and Stenness - 04",8.7,0,0,0,0,0
S01012671,Strutherhill - 01,21.21,14.29,7.14,10.87,15.15,12
S01012672,Strutherhill - 02,37.5,14.29,15.79,29.63,39.29,37.5
S01012673,Strutherhill - 03,46.15,38.1,37.5,27.27,32,26.92
S01012674,Strutherhill - 04,46.43,37.5,25,39.13,42.11,47.62
S01012675,Strutherhill - 05,14.81,21.21,16.67,26.67,25,44.44
S01006553,Summerhill - 01,5.56,11.11,12.5,21.43,10.53,18.75
S01006554,Summerhill - 02,20.69,17.65,18.18,22.58,17.86,7.69
S01006555,Summerhill - 03,31.91,26.47,22.58,19.23,18.52,29.41
S01006556,Summerhill - 04,20,18.18,15.62,14.71,10.34,21.43
S01006557,Summerhill - 05,38.71,40,37.04,30,23.33,20.83
S01010340,Summerston Central and West - 01,16.13,17.24,16.67,17.24,16,15.79
S01010341,Summerston Central and West - 02,22.22,18.75,21.43,26.67,30.77,12.5
S01010342,Summerston Central and West - 03,0,7.69,28.57,14.29,0,0
S01010343,Summerston Central and West - 04,10.53,4.76,10.53,14.29,20,8
S01010344,Summerston Central and West - 05,29.63,22.58,36.67,32.14,25,16.67
S01010345,Summerston Central and West - 06,10.53,8.33,4.35,8,8,4
S01010346,Summerston North - 01,18.52,8.33,0,0,0,0
S01010347,Summerston North - 02,27.12,26.53,24.39,28.21,41.18,28.57
S01010348,Summerston North - 03,15.62,27.59,21.43,25,21.74,31.82
S01010349,Summerston North - 04,15,26.32,26.32,18.18,8.33,13.79
S01007582,Summerville - 01,13.33,18.18,38.89,52.63,39.13,28
S01007583,Summerville - 02,49.09,38,30.43,21.28,27.91,25
S01007584,Summerville - 03,50,25,25,21.05,30,27.27
S01007585,Summerville - 04,0,5.56,5.56,12.5,10,15.79
S01007586,Summerville - 05,13.33,20,29.41,25,18.92,15.91
S01007587,Summerville - 06,8.33,0,0,0,0,10
S01011592,Sunnyside and Cliftonville - 01,17.14,14.29,14.81,27.27,33.33,38.46
S01011593,Sunnyside and Cliftonville - 02,7.41,4.76,10.53,21.43,23.53,18.75
S01011594,Sunnyside and Cliftonville - 03,5.88,6.25,15.38,22.22,25,8.33
S01011595,Sunnyside and Cliftonville - 04,15.38,13.04,11.11,10,14.29,9.09
S01011596,Sunnyside and Cliftonville - 05,9.76,5.26,11.76,11.76,12.9,10.71
S01011597,Sunnyside and Cliftonville - 06,16.67,18.75,15.38,18.18,14.29,16.67
S01010766,Sutherland East - 01,12.5,17.65,20,25,23.81,22.73
S01010767,Sutherland East - 02,41.18,41.67,20,50,46.15,47.06
S01010768,Sutherland East - 03,12.5,13.33,15.38,20,14.29,0
S01010769,Sutherland East - 04,14.29,0,14.29,11.11,10,0
S01010770,Sutherland East - 05,16.67,18.18,10,14.29,26.32,23.81
S01010771,Sutherland East - 06,11.76,28.57,33.33,25,18.75,37.5
S01010810,Sutherland North and West - 01,28.57,16.67,33.33,26.67,40,20
S01010811,Sutherland North and West - 02,13.04,15,9.09,9.09,9.52,11.76
S01010812,Sutherland North and West - 03,25,33.33,25,0,0,0
S01010813,Sutherland North and West - 04,0,0,0,0,0,0
S01010814,Sutherland North and West - 05,42.86,25,12.5,14.29,0,9.09
S01010815,Sutherland North and West - 06,25,16.67,12.5,0,0,0
S01010757,Sutherland South - 01,7.69,13.33,23.08,25,9.09,15.38
S01010758,Sutherland South - 02,14.29,22.22,11.11,0,8.33,25
S01010759,Sutherland South - 03,21.05,29.41,37.5,30.77,9.09,0
S01010760,Sutherland South - 04,18.18,5.88,6.67,8.33,12.5,9.09
S01010761,Sutherland South - 05,22.22,22.22,12.5,20,27.27,30
S01010762,Sutherland South - 06,18.18,22.22,20,0,0,14.29
S01010763,Sutherland South - 07,15.38,16.67,13.33,9.09,20,9.09
S01010764,Sutherland South - 08,0,14.29,33.33,33.33,25,14.29
S01010765,Sutherland South - 09,30,26.32,16.67,16.67,26.67,26.67
S01012301,Swinton Leithholm and Fogo Area,11.11,9.52,8,13.04,14.29,20
S01010752,Tain - 01,25,33.33,36.67,32.26,23.81,22.22
S01010753,Tain - 02,30.77,27.91,22.22,25,32.35,26.47
S01010754,Tain - 03,33.33,40.91,42.11,40,38.46,50
S01010755,Tain - 04,20,16.67,26.09,23.53,21.43,8.33
S01010756,Tain - 05,10,25,25,18.18,16.67,38.46
S01009560,Tanshall Central,35.9,39.29,37.5,48.28,36.67,28.57
S01009561,Tanshall East,40.91,40.74,41.94,42.86,38.89,25
S01009556,Tanshall West,42.42,33.33,34.62,32,33.33,31.25
S01009749,Tayport Central,3.45,4.55,3.85,4.76,4.76,5.56
S01009747,Tayport North,22.73,21.05,25,15.38,20,12.5
S01009750,Tayport South,15.79,8.7,10,8.33,8.7,3.7
S01009751,Tayport South East,14.71,12.5,12.9,19.35,25.81,18.52
S01009748,Tayport West,21.05,27.78,30,22.73,23.81,14.29
S01009505,Templehall,50,46.3,39.62,36.73,34.04,42.86
S01009507,Templehall East,25.58,26.47,30.3,19.23,22.73,16.67
S01009508,Templehall North,38.46,39.58,46.81,36.17,27.5,40
S01009506,Templehall North Eastern,44.19,44.19,44.44,56.1,47.06,40.63
S01009502,Templehall West,32.5,35.71,33.33,32.26,29.63,22.22
S01012355,Teviothead and Hermitage Area,8.7,9.52,9.52,15,10,5.56
S01008454,The Calders - 01,29.79,27.08,26.67,26.83,39.47,36.67
S01008455,The Calders - 02,31.15,29.82,33.96,45.95,41.94,38.46
S01008456,The Calders - 03,28.33,36.92,35.82,41.43,42.37,37.7
S01008457,The Calders - 04,32,17.39,24.14,26.92,34.78,38.1
S01008458,The Calders - 05,26.32,25.81,22.86,22.86,17.5,11.43
S01007720,The Glens - 01,29.63,22.22,25,25.93,28.57,20
S01007721,The Glens - 02,20.59,15.62,8.33,5.88,13.51,16.22
S01007722,The Glens - 03,41.67,35.9,40.48,42.55,38.46,24.59
S01007723,The Glens - 04,43.75,40.62,31.58,39.47,36.59,35.14
S01007724,The Glens - 05,44.44,45.45,36.17,39.58,40.54,37.04
S01007725,The Glens - 06,27.27,32.14,32.35,38.24,34.38,22.22
S01008604,The Grange - 01,0,0,0,0,0,0
S01008605,The Grange - 02,0,0,0,0,6.67,6.25
S01008606,The Grange - 03,0,0,5.26,10.53,8.33,0
S01008607,The Grange - 04,0,0,0,0,0,0
S01008608,The Grange - 05,0,0,0,0,0,0
S01008609,The Grange - 06,0,5,6.67,9.09,0,0
S01008610,The Grange - 07,0,0,0,0,0,0
S01008581,The Inch - 01,26.32,21.74,10.34,12.82,13.16,16.22
S01008582,The Inch - 02,13.89,20,19.57,21.15,15.79,12.5
S01008583,The Inch - 03,26.67,19.23,11.11,3.7,3.7,11.11
S01008584,The Inch - 04,25.93,25.93,26.09,12.9,16.13,9.38
S01008585,The Inch - 05,13.04,13.64,13.04,10.53,5.88,20
S01008586,The Inch - 06,11.76,3.57,6.06,10.53,10.53,11.76
S01012990,The Murray - 01,14.29,9.09,0,7.14,15.38,14.29
S01012991,The Murray - 02,12.5,15,14.29,20,31.25,20
S01012992,The Murray - 03,15.79,15,29.41,31.58,31.25,25
S01012993,The Murray - 04,15,15,17.65,15,10.53,14.29
S01012994,The Murray - 05,13.64,18.18,15.79,8.7,5,8.7
S01009726,The Scores,0,0,0,0,0,0
S01008778,The Shore and Constitution Street - 01,3.23,5.66,9.26,10,8.89,8.33
S01008779,The Shore and Constitution Street - 02,2.5,0,7.41,7.69,6.67,0
S01008780,The Shore and Constitution Street - 03,4.35,8.7,8.7,17.39,15,15
S01008781,The Shore and Constitution Street - 04,6.45,11.63,15.38,14.55,13.46,11.11
S01008782,The Shore and Constitution Street - 05,9.52,7.89,5.56,4.55,13.04,8
S01008783,The Shore and Constitution Street - 06,19.05,14.29,7.69,0,0,0
S01008784,The Shore and Constitution Street - 07,12,23.81,21.05,14.29,6.67,9.09
S01007559,Thornhill - 01,28.57,18.18,16.67,0,0,0
S01007560,Thornhill - 02,21.05,31.58,33.33,15.79,5.56,5.88
S01007561,Thornhill - 03,20,25,27.27,26.67,16.67,25
S01007562,Thornhill - 04,19.05,25,14.29,15.38,0,0
S01007563,Thornhill - 05,20,20,31.25,25,7.69,0
S01009549,Thornton North,38.89,31.03,21.21,16,12.5,9.09
S01009548,Thornton South,31.58,28.57,23.53,22.73,30.43,22.22
S01012948,"Thorntonhall, Jackton and Gardenhall - 01",0,0,0,0,0,0
S01012949,"Thorntonhall, Jackton and Gardenhall - 02",5.88,6.67,0,0,0,0
S01012950,"Thorntonhall, Jackton and Gardenhall - 03",0,0,0,0,0,0
S01012951,"Thorntonhall, Jackton and Gardenhall - 04",4,3.33,3.85,0,0,0
S01012952,"Thorntonhall, Jackton and Gardenhall - 05",18.18,14.29,7.14,0,0,0
S01011005,Thornybank - 01,23.08,21.43,25.81,21.21,28.57,28
S01011006,Thornybank - 02,15,16.67,25,26.39,25.64,15.79
S01011007,Thornybank - 03,19.23,21.74,27.27,20,20.83,23.08
S01011008,Thornybank - 04,32.35,35.48,34.38,26.67,12.5,21.88
S01011009,Thornybank - 05,42.11,33.33,21.05,35,27.78,29.41
S01011655,Thrashbush - 01,20.69,25,21.62,22.86,26.67,23.33
S01011656,Thrashbush - 02,40,40.62,42.86,33.33,23.53,15.79
S01011657,Thrashbush - 03,53.33,33.33,29.41,35.29,50,66.67
S01011658,Thrashbush - 04,22.22,28,43.48,50,36.84,34.78
S01011659,Thrashbush - 05,41.67,32,27.59,26.09,33.33,27.78
S01011660,Thrashbush - 06,13.33,20,23.08,25,15.38,12.5
S01011661,Thrashbush - 07,43.48,27.27,20,20,25,25
S01011662,Thrashbush - 08,5.26,6.25,12.5,7.14,0,5.26
S01010799,Thurso East - 01,0,7.69,7.69,8.33,0,6.25
S01010800,Thurso East - 02,29.17,29.63,27.59,20.83,21.05,23.81
S01010801,Thurso East - 03,14.29,15.79,21.05,21.43,18.75,13.33
S01010802,Thurso East - 04,35.71,38.46,12.5,15.38,33.33,41.67
S01010803,Thurso West - 01,27.78,36.84,40,45.45,33.33,25
S01010804,Thurso West - 02,11.11,0,11.11,11.11,13.33,0
S01010805,Thurso West - 03,9.38,3.85,0,0,0,0
S01010806,Thurso West - 04,27.5,38.24,33.33,35.48,30,34.21
S01010807,Thurso West - 05,25,31.58,33.33,28.57,34.78,26.67
S01010808,Thurso West - 06,15.79,15,25,23.08,12.5,0
S01010809,Thurso West - 07,0,12.5,19.05,19.23,10.34,6.9
S01007435,Tillicoultry - 01,20,13.33,12.5,21.43,10.53,11.11
S01007436,Tillicoultry - 02,34.62,40,39.13,31.25,20,15.38
S01007437,Tillicoultry - 03,58.33,60,61.54,30.77,18.75,7.69
S01007438,Tillicoultry - 04,42.86,38.46,21.43,25,33.33,38.46
S01007439,Tillicoultry - 05,5.26,6.67,8.33,18.75,29.41,37.5
S01007440,Tillicoultry - 06,0,5.88,10.53,13.04,19.05,25
S01007441,Tillicoultry - 07,12.5,16.67,20,0,25,25
S01007442,Tillicoultry - 08,0,0,0,0,0,25
S01006675,Tillydrone - 01,26.53,29.09,23.91,28.07,31.15,44.44
S01006676,Tillydrone - 02,23.4,25.58,17.24,24.24,32.14,29.41
S01006677,Tillydrone - 03,23.08,19.05,18.92,20.51,16.67,22.58
S01006678,Tillydrone - 04,28.75,27.06,27.36,28.07,24.35,19.8
S01006679,Tillydrone - 05,26.32,25,33.33,12.5,16.67,13.04
S01006680,Tillydrone - 06,34.09,26.79,22.86,17.81,17.46,22.64
S01009606,Tofthill and Balbirnie Park,0,2.38,2.38,2.33,0,0
S01008659,Tollcross - 01,6.67,0,5.26,6.67,7.14,11.11
S01010142,Tollcross - 01,18.18,23.81,16.67,11.76,16.22,23.33
S01008660,Tollcross - 02,0,0,0,0,0,0
S01010143,Tollcross - 02,5.56,10,8.7,13.64,17.65,28.57
S01008661,Tollcross - 03,25.93,37.5,25,9.09,8.33,6.67
S01010144,Tollcross - 03,26.83,21.95,18.42,12.12,13.33,17.65
S01008662,Tollcross - 04,6.45,3.33,0,0,0,0
S01010145,Tollcross - 04,10.34,3.33,9.68,13.51,14.71,10
S01008663,Tollcross - 05,0,0,12,21.74,26.32,11.76
S01010146,Tollcross - 05,25.64,25,26.47,19.35,15.38,13.64
S01008664,Tollcross - 06,7.69,3.85,0,0,0,0
S01008665,Tollcross - 07,4.55,9.38,12.9,16,9.09,0
S01008084,Torrance and Balmore - 01,11.11,18.75,20,11.54,8.33,9.52
S01008085,Torrance and Balmore - 02,14.29,21.43,20,14.29,5,0
S01008086,Torrance and Balmore - 03,7.14,5,7.14,0,0,0
S01006631,Torry East - 01,31.11,30.77,28.57,23.81,27.27,29.03
S01006632,Torry East - 02,34.38,40,36,36.73,32,35
S01006633,Torry East - 03,30.56,21.88,33.33,40.74,50,53.57
S01006634,Torry East - 04,43.48,42,45.83,45.1,45,38.1
S01006635,Torry East - 05,38.46,38.46,38.46,30.77,31.03,29.03
S01006636,Torry East - 06,48.65,48.65,39.47,35.71,31.82,31.71
S01006624,Torry West - 01,19.51,20,22.5,15.38,17.24,15.63
S01006625,Torry West - 02,21.05,20,20,14.29,20,15.38
S01006626,Torry West - 03,35.71,21.43,31.43,24.32,37.84,30.3
S01006627,Torry West - 04,14.29,16.67,26.67,36.67,41.18,30
S01006628,Torry West - 05,17.14,19.44,17.65,16.33,10.26,13.04
S01006629,Torry West - 06,30.56,31.43,36.17,31.91,36.96,33.33
S01006630,Torry West - 07,18.52,20,17.39,8.7,8.7,0
S01009278,Torryburn,5.26,5,0,0,0,0
S01010016,Toryglen and Oatlands - 01,7.69,25,21.43,23.53,17.65,12.5
S01010017,Toryglen and Oatlands - 02,20,31.82,28.57,15,8.7,13.04
S01010018,Toryglen and Oatlands - 03,17.54,20,18.46,12.12,9.23,13.33
S01010019,Toryglen and Oatlands - 04,32.14,38.46,29.63,14.29,16.13,24.24
S01010020,Toryglen and Oatlands - 05,23.53,0,22.22,21.43,36.84,28.57
S01010021,Toryglen and Oatlands - 06,30.77,42.86,44.44,21.43,20,18.75
S01010022,Toryglen and Oatlands - 07,10.87,10.17,9.52,9.59,8.33,5.26
S01009336,Touch,38.1,44.44,46.88,45.45,43.24,40
S01012328,Town Yetholm,26.67,8.33,7.14,7.14,8.33,0
S01011585,Townhead - 01,14.29,15,15,27.27,28.57,27.78
S01011586,Townhead - 02,27.27,36.84,33.33,30.77,28.57,42.86
S01011587,Townhead - 03,32.26,43.33,39.39,40,23.08,20
S01011588,Townhead - 04,35,36.84,47.62,35,42.11,29.41
S01011589,Townhead - 05,8.7,6.9,8.33,8.7,10,16.67
S01011590,Townhead - 06,42.11,23.81,15.79,10,16.67,11.11
S01011591,Townhead - 07,22.22,27.78,22.73,27.27,22.73,21.43
S01009323,Townhill East,30.77,41.18,35.29,23.81,14.29,15.79
S01009324,Townhill West,11.11,20.69,24.24,30.77,27.27,16.67
S01009316,Transy,0,0,0,0,0,0
S01008826,Trinity - 01,16,24,15.38,14.81,8.33,12.5
S01008827,Trinity - 02,0,0,0,0,0,0
S01008828,Trinity - 03,5.26,4.17,4.17,3.85,3.57,0
S01008829,Trinity - 04,0,0,0,0,6.25,6.67
